,Full name,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
477,Kenrich Williams,27,49,1072,13.3,.532,.382,.174,7.1,14.1,10.5,15.3,2.0,0.9,11.9,15.6,,0.8,1.0,1.8,.081,,-1.3,1.1,-0.3,0.5
478,Isaiah Roby,23,45,948,18.3,.607,.307,.359,8.0,15.6,11.8,12.1,1.8,3.3,10.3,19.0,,1.8,1.1,2.9,.147,,0.4,0.2,0.6,0.6
479,Théo Maledon,20,51,908,10.6,.500,.473,.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,,-0.5,0.8,0.3,.015,,-3.7,-0.7,-4.4,-0.6
480,Ty Jerome,24,48,801,11.3,.488,.567,.143,2.4,7.7,5.0,21.3,1.8,0.6,9.6,20.8,,0.0,0.5,0.5,.032,,-2.2,-0.2,-2.3,-0.1
481,Vit Krejci,21,30,690,8.5,.529,.587,.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,,0.1,0.5,0.6,.042,,-4.3,-1.0,-5.3,-0.6
482,Derrick Favors,30,39,653,13.6,.534,.088,.137,9.0,20.2,14.5,5.9,1.3,1.7,4.5,13.4,,0.8,0.7,1.4,.105,,-2.3,0.3,-2.1,0.0
483,Mike Muscala,30,43,592,19.7,.630,.657,.230,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,,1.4,0.7,2.1,.170,,3.8,1.2,5.0,1.1
484,Lindy Waters III,24,25,465,13.0,.562,.834,.029,1.3,15.0,8.1,8.1,2.0,1.6,5.8,17.5,,0.3,0.5,0.8,.081,,-0.8,-0.8,-1.6,0.1
485,Olivier Sarr,22,22,421,14.0,.672,.287,.287,8.2,14.6,11.4,6.9,0.7,3.3,16.2,13.9,,0.7,0.3,1.0,.116,,-2.7,-1.3,-4.0,-0.2
486,Jaylen Hoard,22,7,240,18.0,.536,.278,.156,12.7,23.5,18.0,11.6,1.2,1.9,7.7,18.7,,0.3,0.3,0.6,.118,,1.2,-2.1,-0.9,0.1
487,Mamadi Diakite,25,13,188,11.6,.540,.106,.234,9.2,23.3,16.1,1.6,1.3,4.5,11.9,13.5,,0.1,0.3,0.3,.080,,-5.9,0.9,-5.0,-0.1
488,Zavier Simpson,24,4,174,7.7,.406,.154,.096,1.2,11.4,6.2,25.2,1.4,2.1,15.6,15.9,,-0.2,0.1,-0.1,-0.018,,-6.0,-1.9,-7.9,-0.3
489,Georgios Kalaitzakis,23,4,166,9.4,.536,.393,.375,1.2,6.9,4.0,11.4,2.9,0.6,19.7,21.1,,-0.2,0.2,-0.1,-0.028,,-4.9,-1.9,-6.8,-0.2
490,Paul Watson,27,9,156,5.7,.432,.743,.057,1.9,16.1,8.9,7.2,0.9,1.8,10.0,11.0,,-0.1,0.1,0.0,.001,,-4.8,-0.6,-5.4,-0.1
491,Melvin Frazier,25,3,120,-0.4,.313,.438,.146,4.2,7.0,5.6,1.2,0.4,0.0,5.5,19.5,,-0.4,0.0,-0.4,-0.160,,-9.7,-6.7,-16.4,-0.4
492,Gabriel Deck,26,7,56,11.5,.643,.286,.000,1.8,9.3,5.5,13.7,0.9,0.0,12.5,12.3,,0.1,0.0,0.1,.080,,-1.2,-1.3,-2.5,0.0
493,Scotty Hopson,32,1,18,0.1,.500,.250,.000,0.0,5.8,2.9,8.1,0.0,0.0,33.3,14.4,,-0.1,0.0,0.0,-0.132,,-8.7,-2.9,-11.6,0.0
494,Rob Edwards,25,2,11,-0.8,.375,1.000,.000,0.0,28.5,14.0,0.0,0.0,0.0,20.0,19.6,,-0.1,0.0,0.0,-0.181,,-8.3,-2.9,-11.2,0.0
495,Franz Wagner,20,79,2429,14.7,.559,.278,.225,3.6,11.9,7.7,15.7,1.4,1.3,10.0,21.2,,2.1,1.9,4.0,.079,,-0.4,-0.3,-0.7,0.8
496,Cole Anthony,21,65,2059,13.5,.519,.429,.277,1.6,16.2,8.9,28.9,1.1,0.8,14.2,25.1,,-0.1,1.7,1.6,.038,,-0.6,-0.6,-1.2,0.4
497,Wendell Carter Jr.,22,62,1852,18.4,.601,.313,.303,7.9,29.1,18.5,15.4,0.9,2.1,13.1,20.9,,2.6,2.4,5.0,.129,,1.0,0.6,1.6,1.7
498,Mo Bamba,23,71,1824,16.5,.582,.455,.118,8.5,24.6,16.5,7.4,1.0,5.9,10.6,17.2,,1.8,2.7,4.5,.118,,-0.2,0.9,0.7,1.2
499,Chuma Okeke,23,70,1749,12.0,.501,.645,.113,2.8,18.2,10.5,10.1,2.7,2.2,8.6,16.4,,-0.3,2.5,2.2,.060,,-1.6,1.5,-0.1,0.8
500,Gary Harris,27,61,1730,10.9,.571,.546,.172,2.2,5.3,3.7,9.5,1.6,0.5,9.3,16.4,,1.1,1.0,2.2,.060,,-2.0,-0.4,-2.4,-0.2
501,Terrence Ross,30,63,1448,10.0,.515,.477,.235,1.5,10.3,5.9,12.5,0.9,0.8,10.9,20.5,,-0.5,0.9,0.3,.011,,-2.5,-1.1,-3.7,-0.6
502,R.J. Hampton,20,64,1402,8.5,.481,.400,.256,1.7,12.9,7.3,16.9,1.4,0.8,14.6,18.4,,-1.3,1.1,-0.2,-0.005,,-4.0,-0.1,-4.1,-0.7
503,Jalen Suggs,20,48,1307,8.6,.455,.358,.297,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,,-3.0,1.3,-1.6,-0.060,,-5.3,-0.2,-5.6,-1.2
504,Moritz Wagner,24,63,960,18.1,.623,.508,.326,4.6,21.0,12.8,15.4,1.0,1.2,11.0,22.9,,1.8,1.0,2.8,.138,,1.5,0.1,1.6,0.9
505,Robin Lopez,33,36,612,13.7,.570,.030,.271,11.7,10.0,10.9,14.4,0.2,2.7,16.5,18.9,,0.5,0.3,0.8,.064,,-2.4,-1.4,-3.8,-0.3
506,Ignas Brazdeikis,23,42,536,10.2,.520,.463,.170,4.5,9.7,7.1,10.7,0.9,0.5,7.8,17.7,,0.2,0.3,0.5,.041,,-2.7,-1.6,-4.3,-0.3
507,Admiral Schofield,24,38,469,7.5,.538,.612,.116,3.8,16.3,10.0,7.9,0.4,1.0,13.4,14.5,,-0.1,0.3,0.3,.027,,-4.2,-1.2,-5.4,-0.4
508,Markelle Fultz,23,18,360,17.7,.517,.097,.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,,0.0,0.4,0.4,.053,,-0.1,0.4,0.2,0.2
509,Tim Frazier,31,10,200,3.8,.394,.395,.209,2.6,7.4,5.0,22.6,0.7,0.5,21.7,13.0,,-0.2,0.1,-0.2,-0.037,,-6.4,-1.7,-8.0,-0.3
510,Mychal Mulder,27,15,195,2.1,.405,.687,.030,1.1,10.3,5.7,2.2,1.0,0.5,10.5,16.8,,-0.5,0.1,-0.4,-0.091,,-6.9,-1.7,-8.6,-0.3
511,Hassani Gravett,25,8,171,10.1,.629,.684,.105,0.6,12.4,6.5,17.0,1.4,0.5,18.5,12.3,,0.1,0.1,0.3,.071,,-2.4,0.2,-2.3,0.0
512,Devin Cannady,25,5,145,8.6,.531,.841,.159,0.7,3.7,2.2,10.0,1.7,1.9,9.6,15.5,,0.0,0.1,0.1,.033,,-2.8,-0.4,-3.2,0.0
513,Freddie Gillespie,24,9,119,9.5,.419,.045,.318,11.5,20.5,16.0,5.9,1.2,6.9,16.6,10.9,,-0.1,0.2,0.1,.049,,-5.6,1.0,-4.6,-0.1
514,Jeff Dowtin,24,4,77,6.5,.327,.368,.105,9.6,5.5,7.5,12.5,3.1,0.0,16.8,13.4,,-0.1,0.1,-0.1,-0.033,,-5.8,0.2,-5.6,-0.1
515,Aleem Ford,24,5,74,0.5,.350,.750,.000,2.8,18.6,10.7,3.8,0.7,0.0,16.7,14.0,,-0.2,0.1,-0.2,-0.103,,-9.1,-2.2,-11.4,-0.2
516,B.J. Johnson,26,4,65,12.1,.520,.400,.000,9.7,14.7,12.2,0.0,0.0,1.4,0.0,16.7,,0.1,0.0,0.1,.065,,-0.7,-3.9,-4.7,0.0
517,Tyrese Maxey,21,75,2650,16.2,.594,.311,.247,1.1,8.9,5.1,19.1,1.0,1.1,7.4,20.2,,5.4,1.9,7.3,.132,,1.3,-0.7,0.6,1.8
518,Tobias Harris,29,73,2543,15.9,.566,.269,.198,3.4,18.1,10.9,15.9,0.9,1.5,9.5,21.7,,3.0,2.6,5.6,.105,,0.6,-0.6,0.0,1.3
519,Joel Embiid,27,68,2297,31.2,.616,.188,.602,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,,7.9,4.1,12.0,.252,,7.2,2.0,9.2,6.5
520,Georges Niang,28,76,1736,10.7,.594,.687,.105,1.6,11.3,6.5,8.7,0.9,0.7,9.1,16.8,,1.5,1.3,2.8,.077,,-0.8,-1.1,-1.9,0.0
521,Matisse Thybulle,24,66,1685,11.2,.594,.480,.143,2.8,7.1,5.0,6.1,3.4,3.8,10.9,9.5,,1.2,2.5,3.7,.107,,-2.2,3.3,1.1,1.3
522,Seth Curry,31,45,1566,13.3,.603,.473,.138,1.2,9.4,5.4,17.7,1.1,0.6,13.0,18.5,,1.7,1.1,2.9,.088,,-0.1,-0.9,-1.0,0.4
523,Furkan Korkmaz,24,67,1414,10.2,.502,.566,.179,1.8,11.9,6.9,13.1,1.2,0.6,8.6,17.6,,0.1,1.1,1.2,.041,,-2.0,-1.1,-3.1,-0.4
524,Danny Green,34,62,1353,9.5,.561,.847,.044,2.7,10.1,6.5,6.5,2.2,2.5,12.1,12.3,,0.3,1.6,1.9,.067,,-1.4,0.8,-0.5,0.5
525,Shake Milton,25,55,1179,11.9,.517,.330,.181,2.9,10.4,6.7,17.6,1.2,1.3,9.2,18.3,,0.7,1.0,1.7,.069,,-1.6,-0.6,-2.2,-0.1
526,Andre Drummond,28,49,902,19.3,.544,.008,.345,17.1,36.1,26.8,16.0,3.1,4.5,22.4,17.6,,0.7,2.2,2.9,.153,,-1.2,2.5,1.3,0.7
527,James Harden,32,21,792,21.8,.601,.493,.650,1.9,18.9,10.5,41.4,1.6,0.6,16.4,24.9,,2.3,0.9,3.3,.197,,3.8,0.1,3.8,1.2
528,Isaiah Joe,22,55,609,7.7,.519,.763,.175,1.1,9.0,5.1,8.1,1.1,0.4,9.1,15.5,,0.0,0.4,0.4,.035,,-3.1,-1.5,-4.6,-0.4
529,Paul Reed,22,38,302,21.4,.568,.083,.146,16.6,17.4,17.0,8.3,5.5,4.2,8.9,16.7,,0.6,0.7,1.3,.212,,-0.8,2.9,2.1,0.3
530,DeAndre Jordan,33,16,214,16.5,.615,.000,.259,17.0,30.8,24.0,5.6,0.5,3.8,21.0,16.0,,0.3,0.3,0.6,.131,,-1.6,-1.4,-2.9,0.0
531,Charles Bassey,21,23,168,21.5,.660,.085,.255,14.9,26.1,20.6,6.5,1.5,9.1,13.3,16.1,,0.4,0.3,0.8,.220,,-0.4,2.1,1.7,0.2
532,Charlie Brown Jr.,24,19,162,6.6,.365,.265,.294,9.8,11.5,10.7,4.1,2.5,1.7,11.5,12.0,,-0.1,0.2,0.1,.018,,-5.0,-0.1,-5.0,-0.1
533,Paul Millsap,36,9,106,9.7,.499,.267,.233,12.9,13.5,13.2,6.8,2.4,1.7,19.5,17.4,,0.0,0.1,0.1,.041,,-4.1,-0.4,-4.5,-0.1
534,Myles Powell,24,11,52,0.2,.364,.353,.118,2.2,10.6,6.4,8.0,1.0,0.0,14.4,18.0,,-0.2,0.0,-0.1,-0.109,,-10.5,-2.2,-12.7,-0.1
535,Tyler Johnson,29,3,38,9.4,.550,.700,.000,3.0,14.4,8.8,7.4,1.3,2.4,9.1,13.0,,0.0,0.0,0.1,.072,,-2.4,0.5,-2.0,0.0
536,Aaron Henry,22,6,17,-7.4,.200,.200,.000,0.0,6.5,3.3,0.0,0.0,10.6,28.6,18.5,,-0.1,0.0,-0.1,-0.306,,-14.0,-2.4,-16.5,-0.1
537,Braxton Key,24,2,6,9.0,.500,.500,.000,18.9,18.3,18.6,25.7,8.3,0.0,50.0,29.9,,0.0,0.0,0.0,-0.169,,-9.5,3.3,-6.2,0.0
538,Jaden Springer,19,2,6,26.4,1.000,.000,.000,18.9,18.3,18.6,0.0,0.0,30.0,50.0,15.0,,0.0,0.0,0.0,.138,,8.3,8.7,17.1,0.0
539,Willie Cauley-Stein,28,2,6,4.2,,,,0.0,36.6,18.6,20.4,0.0,0.0,,0.0,,0.0,0.0,0.0,.136,,-4.6,5.8,1.2,0.0
540,Mikal Bridges,25,82,2854,14.4,.627,.364,.183,2.9,10.0,6.5,8.7,1.6,1.1,6.8,15.0,,5.2,3.7,8.9,.150,,0.5,1.1,1.6,2.6
541,Devin Booker,25,68,2345,21.3,.576,.336,.255,2.1,13.2,7.8,22.4,1.6,1.0,9.3,32.0,,4.3,3.3,7.6,.156,,3.9,0.2,4.1,3.6
542,Chris Paul,36,65,2139,20.8,.581,.270,.274,1.1,12.8,7.1,44.5,2.7,0.8,15.6,19.7,,5.8,3.6,9.4,.210,,3.1,2.3,5.4,4.0
543,Jae Crowder,31,67,1886,11.3,.541,.671,.165,1.8,18.0,10.1,8.3,2.4,1.4,8.6,14.6,,0.9,3.4,4.3,.110,,-1.3,2.4,1.1,1.5
544,Cameron Johnson,25,66,1730,15.2,.625,.644,.188,2.7,14.0,8.5,7.7,1.6,0.8,6.7,17.5,,3.2,2.4,5.6,.156,,2.0,0.7,2.7,2.1
545,Deandre Ayton,23,58,1713,21.9,.656,.027,.204,9.6,27.1,18.6,7.6,1.1,2.1,10.7,21.4,,4.1,3.1,7.3,.203,,2.2,0.6,2.8,2.1
546,Landry Shamet,24,69,1437,10.2,.550,.689,.167,1.2,8.0,4.7,9.7,0.9,0.6,7.3,16.8,,1.1,1.5,2.6,.085,,-0.9,-0.4,-1.2,0.3
547,Cameron Payne,27,58,1278,13.8,.500,.359,.152,2.1,12.3,7.3,30.7,1.5,1.2,14.1,24.6,,0.2,1.8,1.9,.073,,-0.4,0.4,0.0,0.7
548,JaVale McGee,34,74,1172,22.6,.651,.020,.319,15.3,29.7,22.7,5.4,0.9,6.1,15.8,22.8,,2.4,2.6,4.9,.201,,-0.1,0.9,0.8,0.8
549,Torrey Craig,31,27,562,11.4,.558,.600,.106,5.3,16.4,11.0,7.5,1.9,2.7,14.3,15.0,,0.2,1.0,1.1,.096,,-1.9,0.9,-1.1,0.1
550,Elfrid Payton,27,50,549,7.9,.397,.103,.183,4.2,12.8,8.6,23.0,2.2,1.0,19.9,18.5,,-1.0,0.8,-0.2,-0.014,,-4.6,1.2,-3.5,-0.2
551,Bismack Biyombo,29,36,506,17.3,.596,.000,.490,13.7,21.5,17.7,6.2,1.1,4.6,12.4,17.1,,0.9,0.9,1.8,.170,,-1.7,0.4,-1.3,0.1
552,Jalen Smith,21,29,382,15.9,.547,.285,.380,15.9,23.0,19.5,2.1,0.8,4.2,12.1,20.5,,0.4,0.7,1.1,.137,,-1.9,-0.5,-2.3,0.0
553,Ish Wainright,27,45,359,9.4,.494,.567,.115,8.3,7.9,8.1,5.3,2.7,1.5,10.6,14.7,,0.0,0.6,0.6,.079,,-3.0,1.0,-2.0,0.0
554,Aaron Holiday,25,22,358,14.9,.538,.290,.266,4.6,11.7,8.2,27.4,2.4,0.0,16.8,20.0,,0.4,0.5,0.9,.125,,-1.0,0.3,-0.8,0.1
555,Frank Kaminsky,28,9,181,21.3,.635,.227,.303,6.7,17.3,12.1,10.1,2.1,3.4,6.3,19.0,,0.5,0.3,0.9,.228,,2.4,2.5,4.9,0.3
556,Abdel Nader,28,14,145,4.9,.431,.400,.286,3.0,16.6,10.0,5.9,2.7,2.5,21.8,15.0,,-0.3,0.3,0.0,-0.009,,-7.1,2.2,-5.0,-0.1
557,Gabriel Lundberg,27,4,44,7.7,.342,.421,.000,5.0,11.9,8.5,31.5,3.3,0.0,13.6,21.5,,-0.1,0.1,0.0,-0.005,,-5.3,0.5,-4.8,0.0
558,Justin Jackson,26,6,35,6.8,.464,.643,.000,3.1,17.9,10.7,7.5,0.0,0.0,6.7,18.4,,0.0,0.0,0.0,.019,,-2.5,-0.9,-3.4,0.0
559,Chandler Hutchison,25,6,22,1.0,.694,.000,1.000,0.0,23.8,12.2,10.5,0.0,0.0,58.1,13.5,,-0.1,0.0,0.0,-0.086,,-8.0,-0.5,-8.5,0.0
560,Emanuel Terry,25,3,18,-0.1,.000,.000,.000,48.9,40.6,44.7,12.2,2.7,0.0,50.0,23.9,,-0.1,0.0,-0.1,-0.256,,-13.0,-5.3,-18.3,-0.1
561,M.J. Walker,23,2,8,-3.3,.000,.500,.000,0.0,13.1,6.7,13.8,12.0,0.0,0.0,21.5,,-0.1,0.0,0.0,-0.276,,-15.8,6.2,-9.6,0.0
562,Paris Bass,26,2,7,13.9,.436,.333,.333,31.5,29.9,30.6,0.0,6.9,0.0,22.5,54.6,,0.0,0.0,0.0,-0.170,,-11.2,-1.2,-12.4,0.0
563,Anfernee Simons,22,57,1681,15.3,.583,.555,.146,1.6,8.5,4.9,22.2,0.9,0.4,11.9,24.8,,2.0,-0.1,1.9,.055,,1.9,-2.7,-0.7,0.5
564,Jusuf Nurkić,27,56,1579,20.0,.586,.093,.447,11.2,32.6,21.5,16.6,1.9,2.1,16.6,23.6,,2.0,1.7,3.6,.110,,0.1,0.2,0.3,0.9
565,Robert Covington,31,48,1431,10.0,.519,.685,.107,3.0,18.6,10.5,6.7,2.5,4.3,14.2,12.4,,-0.3,1.4,1.1,.037,,-2.8,1.6,-1.2,0.3
566,Norman Powell,28,40,1333,15.3,.593,.423,.365,1.4,9.8,5.4,10.0,1.5,1.3,9.0,22.5,,1.8,0.3,2.1,.076,,0.6,-1.6,-1.0,0.3
567,Ben McLemore,28,64,1285,11.7,.567,.774,.163,1.0,8.1,4.4,7.3,1.4,0.8,8.7,21.3,,0.7,0.2,0.8,.031,,-0.7,-2.5,-3.2,-0.4
568,CJ McCollum,30,36,1267,15.8,.532,.435,.102,2.8,10.7,6.6,22.5,1.4,1.6,9.2,26.1,,0.7,0.3,1.0,.040,,1.8,-1.7,0.1,0.7
569,CJ Elleby,21,58,1174,9.2,.491,.409,.273,6.0,15.6,10.6,10.6,1.5,1.6,14.0,14.8,,-0.1,0.5,0.4,.016,,-3.8,-1.5,-5.3,-1.0
570,Nassir Little,21,42,1088,13.5,.575,.489,.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,,1.2,0.6,1.7,.076,,-0.9,-0.6,-1.4,0.2
571,Damian Lillard,31,29,1056,18.5,.550,.514,.328,1.3,11.6,6.2,34.0,0.8,1.0,11.6,29.3,,1.7,0.1,1.7,.079,,4.0,-2.7,1.3,0.9
572,Trendon Watford,21,48,869,15.8,.590,.142,.352,7.0,18.6,12.6,14.6,1.4,3.2,12.5,17.6,,1.4,0.5,1.9,.104,,-1.4,-0.4,-1.7,0.1
573,Larry Nance Jr.,29,37,858,14.4,.581,.313,.247,7.2,20.1,13.4,12.5,2.2,1.5,11.0,12.4,,1.3,0.6,1.9,.104,,-0.3,0.6,0.3,0.5
574,Drew Eubanks,24,22,650,19.9,.678,.071,.241,10.8,21.0,15.7,9.1,1.4,1.5,13.0,18.0,,1.6,0.3,2.0,.144,,0.8,-2.3,-1.5,0.1
575,Greg Brown III,20,48,640,11.0,.515,.321,.342,6.3,17.3,11.6,8.1,2.0,3.7,14.1,17.2,,-0.1,0.5,0.4,.029,,-4.0,-0.7,-4.7,-0.4
576,Brandon Williams,22,24,640,11.0,.476,.376,.344,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,,-0.7,0.2,-0.5,-0.037,,-2.6,-3.1,-5.7,-0.6
577,Dennis Smith Jr.,24,37,638,13.2,.474,.143,.339,3.3,12.2,7.6,30.5,3.4,1.9,19.0,18.2,,-0.1,0.5,0.4,.031,,-2.8,1.2,-1.7,0.1
578,Keon Johnson,19,22,562,8.5,.457,.403,.136,3.4,8.5,5.9,17.0,1.8,1.8,14.3,21.1,,-0.7,0.2,-0.5,-0.043,,-3.5,-2.5,-6.0,-0.6
579,Tony Snell,30,38,546,5.2,.503,.773,.031,2.1,12.7,7.2,5.0,0.7,1.3,10.1,8.7,,0.0,0.1,0.1,.005,,-4.1,-1.0,-5.0,-0.4
580,Josh Hart,26,13,417,19.4,.622,.454,.311,2.3,16.7,9.2,23.1,1.9,0.5,13.7,25.0,,0.8,0.2,1.0,.112,,2.7,-1.0,1.8,0.4
581,Cody Zeller,29,27,355,17.2,.627,.044,.544,14.9,24.1,19.3,9.4,1.1,1.7,14.6,15.9,,0.9,0.2,1.1,.143,,-1.2,-1.0,-2.1,0.0
582,Keljin Blevins,26,31,349,4.8,.410,.649,.099,4.9,9.5,7.1,7.7,1.8,0.3,12.8,16.5,,-0.6,0.1,-0.5,-0.066,,-5.6,-2.9,-8.5,-0.6
583,Kris Dunn,27,14,336,12.5,.482,.108,.176,2.8,13.6,8.0,35.1,3.3,0.9,22.5,18.3,,-0.1,0.3,0.2,.024,,-4.6,-0.8,-5.4,-0.3
584,Elijah Hughes,23,22,322,3.7,.375,.620,.056,1.3,13.1,7.0,7.1,1.5,2.1,8.3,16.2,,-0.7,0.1,-0.5,-0.079,,-6.6,-2.3,-8.8,-0.6
585,Justise Winslow,25,11,295,14.1,.465,.319,.216,7.2,18.9,12.8,16.9,2.3,2.3,8.6,20.4,,0.0,0.2,0.2,.037,,-1.3,-0.7,-2.0,0.0
586,Reggie Perry,21,9,177,16.2,.532,.205,.192,9.0,20.0,14.3,11.7,2.5,3.3,11.5,23.4,,0.0,0.2,0.2,.057,,-2.8,-1.0,-3.8,-0.1
587,Didi Louzada,22,7,122,6.8,.567,.667,.067,2.6,11.2,6.8,4.7,0.8,1.6,13.9,12.7,,0.0,0.0,0.0,.008,,-4.1,-3.1,-7.2,-0.2
588,Cameron McGriff,24,3,46,12.5,.470,.429,.143,13.8,22.3,17.9,9.4,0.0,2.1,0.0,14.0,,0.1,0.0,0.1,.097,,-1.0,-3.0,-4.0,0.0
589,Jarron Cumberland,24,3,12,8.4,.500,.500,.000,8.8,19.0,13.7,11.6,0.0,0.0,0.0,7.2,,0.0,0.0,0.0,.079,,-4.4,-2.2,-6.6,0.0
590,Harrison Barnes,29,77,2587,15.7,.623,.432,.495,3.4,14.9,9.1,10.5,1.0,0.5,10.4,18.8,,5.0,1.0,6.0,.112,,1.5,-1.3,0.2,1.4
591,De'Aaron Fox,24,59,2083,17.4,.549,.228,.319,1.3,10.9,6.0,26.8,1.6,1.0,11.9,29.1,,1.5,1.0,2.5,.058,,0.6,-1.2,-0.6,0.7
592,Davion Mitchell,23,75,2076,10.8,.489,.380,.101,1.7,7.0,4.4,22.5,1.3,1.0,11.5,20.6,,-0.5,0.6,0.1,.003,,-2.1,-1.7,-3.8,-0.9
593,Tyrese Haliburton,21,51,1757,17.0,.575,.430,.177,2.4,10.0,6.2,31.4,2.4,1.7,15.4,18.3,,2.7,1.2,4.0,.109,,2.2,0.4,2.6,2.0
594,Buddy Hield,29,55,1574,11.9,.540,.714,.133,2.9,12.4,7.6,10.0,1.5,0.8,10.9,22.5,,0.0,0.8,0.7,.023,,0.2,-1.5,-1.3,0.3
595,Chimezie Metu,24,60,1279,13.4,.546,.414,.203,2.9,25.9,14.3,6.9,1.9,2.2,11.1,18.5,,0.1,1.4,1.5,.056,,-1.6,0.1,-1.5,0.2
