,Full name,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
596,Richaun Holmes,28,45,1074,17.8,.689,.017,.300,9.3,22.9,16.1,6.8,0.8,3.3,14.2,15.8,,2.4,0.9,3.2,.145,,-0.4,-0.1,-0.5,0.4
597,Damian Jones,26,56,1017,18.3,.701,.109,.492,7.9,18.5,13.2,10.2,1.2,4.0,15.4,16.2,,2.4,0.9,3.3,.156,,-0.2,0.5,0.3,0.6
598,Maurice Harkless,28,47,863,7.7,.561,.558,.155,1.5,12.7,7.1,3.6,1.6,2.4,13.8,11.2,,-0.1,0.6,0.5,.026,,-3.7,0.4,-3.3,-0.3
599,Donte DiVincenzo,25,25,665,13.0,.532,.661,.257,3.6,14.5,9.0,18.6,2.7,0.7,15.4,18.5,,0.2,0.6,0.8,.058,,-0.8,0.1,-0.6,0.2
600,Marvin Bagley III,22,30,656,14.3,.521,.252,.191,11.0,24.8,17.8,3.9,0.7,1.5,7.3,18.8,,0.5,0.4,0.9,.068,,-1.1,-2.4,-3.5,-0.3
601,Justin Holiday,32,25,641,7.9,.488,.716,.103,1.8,7.5,4.7,8.1,1.6,2.0,9.0,15.7,,-0.3,0.3,0.0,.004,,-2.6,-0.8,-3.4,-0.2
602,Alex Len,28,39,620,13.1,.577,.119,.358,9.0,19.3,14.1,10.6,1.0,3.5,17.4,17.1,,0.4,0.5,0.9,.070,,-3.2,0.3,-2.9,-0.1
603,Trey Lyles,26,24,547,16.0,.612,.354,.376,5.7,21.3,13.4,8.1,0.6,1.0,8.4,17.8,,1.1,0.3,1.4,.120,,0.7,-1.6,-1.0,0.1
604,Terence Davis,24,30,536,14.6,.543,.558,.165,2.2,17.0,9.5,11.9,2.2,1.8,10.3,25.6,,0.0,0.5,0.5,.044,,-0.6,-0.4,-0.9,0.2
605,Domantas Sabonis,25,15,504,21.0,.603,.084,.366,9.8,30.3,20.0,28.0,1.2,0.9,18.1,24.4,,0.9,0.5,1.4,.132,,1.8,0.5,2.3,0.5
606,Tristan Thompson,30,30,455,15.1,.521,.007,.397,17.1,21.5,19.3,5.9,1.2,2.3,14.1,19.5,,0.3,0.4,0.6,.065,,-2.0,-1.7,-3.7,-0.2
607,Jeremy Lamb,29,17,322,13.1,.514,.445,.218,3.7,16.7,10.1,13.5,1.2,2.2,9.1,19.1,,0.1,0.2,0.3,.051,,-0.6,-0.9,-1.5,0.0
608,Jahmi'us Ramsey,20,19,134,7.9,.468,.310,.241,3.2,7.4,5.3,7.9,0.4,0.6,7.2,22.2,,-0.1,0.0,-0.1,-0.047,,-3.5,-3.4,-6.9,-0.2
609,Josh Jackson,24,12,123,7.1,.446,.347,.429,3.5,12.5,8.0,5.8,2.0,2.8,13.4,23.5,,-0.3,0.1,-0.2,-0.067,,-7.2,-2.0,-9.2,-0.2
610,Neemias Queta,22,15,120,12.7,.495,.000,.447,12.6,15.6,14.1,7.2,0.4,5.8,11.7,18.4,,0.0,0.1,0.1,.051,,-4.1,-1.0,-5.1,-0.1
611,Louis King,22,10,104,8.1,.438,.574,.213,0.0,12.7,6.3,12.5,0.9,0.8,0.0,21.2,,0.0,0.0,0.0,.000,,-3.0,-1.6,-4.6,-0.1
612,Robert Woodard II,22,12,42,2.1,.207,.250,.125,12.8,15.7,14.3,9.0,1.1,2.1,5.6,18.3,,-0.2,0.0,-0.1,-0.147,,-6.8,-3.6,-10.4,-0.1
613,Justin Robinson,24,3,15,-13.5,.125,.375,.000,0.0,7.3,3.6,17.3,0.0,0.0,11.1,25.8,,-0.1,0.0,-0.1,-0.459,,-18.5,-7.7,-26.2,-0.1
614,Emmanuel Mudiay,25,2,11,12.3,.399,.000,2.000,0.0,0.0,0.0,43.4,4.4,0.0,21.0,18.6,,0.0,0.0,0.0,.023,,-2.7,1.5,-1.2,0.0
615,Ade Murkey,24,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.017,,-7.4,-2.3,-9.7,0.0
616,Keldon Johnson,22,75,2392,15.2,.574,.395,.231,3.5,16.7,10.0,9.5,1.2,0.5,7.6,21.3,,2.9,2.0,4.9,.098,,0.7,-1.2,-0.5,0.9
617,Dejounte Murray,25,68,2366,22.3,.533,.237,.199,3.5,21.6,12.5,40.6,2.8,0.8,11.8,27.3,,3.9,3.4,7.3,.149,,3.7,1.7,5.4,4.4
618,Jakob Poeltl,26,68,1970,20.8,.613,.002,.287,13.9,20.0,16.9,14.0,1.1,5.0,12.7,18.3,,4.4,2.5,6.9,.168,,0.9,0.7,1.6,1.7
619,Devin Vassell,21,71,1937,13.3,.540,.497,.130,2.4,14.3,8.3,9.7,1.9,1.8,6.7,18.9,,1.3,2.0,3.3,.082,,-0.5,0.0,-0.5,0.7
620,Lonnie Walker IV,23,70,1612,12.3,.512,.462,.194,1.2,10.7,5.9,13.4,1.3,1.0,7.9,23.6,,0.1,1.1,1.2,.037,,-1.2,-1.3,-2.5,-0.2
621,Derrick White,27,49,1486,15.7,.551,.453,.281,1.8,10.5,6.1,25.2,1.6,2.4,12.0,20.7,,2.0,1.3,3.3,.107,,1.2,0.6,1.8,1.4
622,Doug McDermott,30,51,1223,11.4,.593,.551,.110,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,,1.1,0.5,1.6,.062,,-0.4,-2.1,-2.5,-0.1
623,Tre Jones,22,69,1148,15.0,.545,.150,.268,2.6,11.6,7.1,27.0,1.8,0.5,10.8,15.6,,1.9,0.9,2.9,.121,,-0.9,0.4,-0.5,0.4
624,Joshua Primo,19,50,965,7.1,.487,.507,.219,3.5,8.9,6.1,10.6,1.0,2.0,16.1,15.4,,-0.6,0.6,0.0,.001,,-3.8,-1.1,-5.0,-0.7
625,Keita Bates-Diop,26,59,956,12.4,.578,.209,.232,6.8,18.7,12.7,5.7,1.4,1.2,13.4,14.8,,0.6,1.0,1.6,.080,,-2.1,-0.5,-2.6,-0.1
626,Bryn Forbes,28,40,676,12.4,.572,.510,.166,0.6,9.2,4.9,8.6,1.2,0.4,9.4,21.9,,0.3,0.4,0.7,.053,,-0.3,-1.3,-1.6,0.1
627,Drew Eubanks,24,49,595,16.0,.588,.050,.497,11.2,23.4,17.3,11.1,1.0,4.2,19.2,17.0,,0.6,0.8,1.4,.114,,-1.9,0.7,-1.2,0.1
628,Jock Landale,26,54,589,16.0,.597,.436,.201,11.1,13.5,12.3,10.6,0.8,2.0,12.3,18.1,,1.0,0.4,1.5,.121,,0.7,-1.1,-0.4,0.2
629,Josh Richardson,28,21,513,14.0,.577,.471,.194,3.2,9.1,6.1,13.0,2.1,1.0,11.5,19.3,,0.5,0.4,1.0,.091,,0.1,-0.3,-0.2,0.2
630,Zach Collins,24,28,502,16.4,.594,.265,.419,9.5,22.5,16.0,16.3,1.2,3.8,19.7,19.2,,0.6,0.7,1.2,.118,,-1.2,1.0,-0.2,0.2
631,Thaddeus Young,33,26,370,18.6,.574,.039,.172,11.3,15.1,13.2,22.9,3.0,1.6,17.9,19.1,,0.5,0.5,1.0,.124,,0.5,1.8,2.4,0.4
632,Joe Wieskamp,22,29,205,7.1,.494,.768,.232,2.0,5.2,3.6,5.5,0.9,1.2,3.1,13.1,,0.1,0.1,0.1,.035,,-2.9,-1.1,-3.9,-0.1
633,Devontae Cacok,25,15,121,20.2,.675,.000,.226,6.9,29.7,18.2,6.9,3.2,4.9,8.1,12.9,,0.3,0.3,0.5,.206,,0.7,3.5,4.2,0.2
634,Tyler Johnson,29,3,53,5.5,.300,.600,.000,3.9,8.0,5.9,11.0,1.8,3.2,9.1,8.8,,0.0,0.0,0.0,.006,,-4.9,1.1,-3.8,0.0
635,Juancho Hernangómez,26,5,51,9.0,.451,.500,.667,8.2,22.8,15.4,6.9,0.9,1.6,20.5,8.1,,0.0,0.1,0.1,.055,,-2.4,-0.1,-2.5,0.0
636,Romeo Langford,22,4,43,8.1,.523,.286,1.143,0.0,9.8,4.9,5.8,1.1,0.0,0.0,10.3,,0.0,0.0,0.0,.053,,-3.8,-0.4,-4.1,0.0
637,Jaylen Morris,26,3,16,-11.4,.129,.333,.667,0.0,13.2,6.6,14.0,0.0,0.0,11.4,23.1,,-0.1,0.0,-0.1,-0.376,,-15.8,-5.7,-21.5,-0.1
638,Tomáš Satoranský,30,1,9,12.8,.852,,,0.0,11.7,5.8,0.0,0.0,0.0,0.0,8.3,,0.0,0.0,0.0,.200,,0.8,-2.1,-1.3,0.0
639,Anthony Lamb,24,2,8,-0.5,.000,1.000,.000,0.0,13.2,6.6,27.9,0.0,0.0,0.0,10.6,,0.0,0.0,0.0,-0.138,,-6.2,-1.8,-8.0,0.0
640,Scottie Barnes,20,74,2617,16.3,.552,.207,.231,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19.0,,3.7,2.9,6.6,.122,,0.5,0.4,0.9,1.9
641,Pascal Siakam,27,68,2578,20.3,.565,.181,.314,5.1,20.1,12.2,23.0,1.6,1.6,11.6,25.8,,4.9,3.2,8.1,.151,,2.7,0.8,3.5,3.6
642,Fred VanVleet,27,65,2462,17.3,.552,.585,.202,1.8,11.4,6.4,26.7,2.3,1.4,12.5,23.7,,3.9,2.8,6.7,.131,,3.1,0.5,3.6,3.5
643,Gary Trent Jr.,23,70,2448,14.7,.546,.502,.188,1.1,7.7,4.2,8.8,2.5,0.8,5.8,21.8,,3.1,2.5,5.6,.110,,-0.1,0.3,0.2,1.3
644,OG Anunoby,24,48,1728,14.8,.549,.455,.169,4.4,12.6,8.3,11.0,2.1,1.4,9.7,20.5,,1.8,1.9,3.7,.104,,0.4,0.1,0.5,1.1
645,Precious Achiuwa,22,73,1725,12.7,.503,.259,.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,,0.4,2.1,2.5,.070,,-2.0,-0.6,-2.6,-0.2
646,Chris Boucher,29,80,1690,17.9,.570,.397,.334,10.9,21.3,15.8,2.2,1.4,4.3,6.0,17.8,,3.5,2.4,6.0,.169,,0.5,-0.4,0.0,0.9
647,Khem Birch,29,55,991,13.2,.534,.070,.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,,1.5,1.1,2.6,.126,,-1.7,0.4,-1.3,0.2
648,Svi Mykhailiuk,24,56,716,9.6,.509,.573,.158,2.9,11.5,7.0,8.8,1.8,0.5,11.3,16.9,,0.1,0.7,0.8,.052,,-2.7,-0.2,-2.9,-0.2
649,Dalano Banton,22,64,696,10.0,.463,.252,.218,5.6,14.1,9.7,19.8,2.0,1.4,19.3,16.9,,-0.4,0.8,0.4,.030,,-3.5,0.4,-3.1,-0.2
650,Malachi Flynn,23,44,537,11.7,.488,.492,.131,1.9,11.3,6.4,18.5,1.9,0.7,6.3,16.5,,0.5,0.5,1.0,.092,,-1.8,0.4,-1.5,0.1
651,Thaddeus Young,33,26,475,15.8,.526,.299,.188,8.7,18.1,13.1,13.6,3.3,2.3,12.4,16.0,,0.5,0.8,1.3,.127,,-0.2,2.2,2.0,0.5
652,Yuta Watanabe,27,38,445,11.5,.524,.572,.290,4.2,19.0,11.2,6.6,1.2,3.5,10.9,16.8,,0.1,0.6,0.7,.075,,-1.9,0.0,-2.0,0.0
653,Justin Champagnie,20,36,281,13.6,.571,.418,.134,13.5,14.3,13.9,5.4,1.4,1.4,10.1,12.0,,0.5,0.3,0.8,.138,,-1.3,-0.7,-2.0,0.0
654,Armoni Brooks,23,13,154,8.6,.437,.947,.053,5.3,10.4,7.7,11.0,2.3,1.9,9.3,11.9,,0.0,0.2,0.2,.067,,-2.8,1.2,-1.6,0.0
655,Goran Dragić,35,5,90,16.2,.521,.412,.294,2.3,15.3,8.4,14.4,2.8,1.1,2.5,18.7,,0.2,0.1,0.3,.162,,-0.6,2.6,1.9,0.1
656,Isaac Bonga,22,15,69,8.7,.363,.308,.615,6.0,5.0,5.5,7.3,5.8,2.8,10.8,11.5,,-0.1,0.1,0.1,.060,,-5.4,5.0,-0.4,0.0
657,D.J. Wilson,25,4,54,27.9,.773,.133,.667,1.9,31.8,16.1,14.6,4.6,1.8,9.3,17.0,,0.2,0.1,0.4,.328,,1.8,3.2,5.0,0.1
658,Tremont Waters,24,2,42,5.1,.333,.750,.000,0.0,10.9,5.2,21.7,4.8,0.0,25.0,16.3,,-0.1,0.1,-0.1,-0.061,,-7.5,-0.6,-8.1,-0.1
659,Juwan Morgan,24,1,27,9.5,.833,.667,.000,7.6,8.5,8.0,4.8,0.0,0.0,0.0,4.8,,0.1,0.0,0.1,.139,,-3.2,-4.2,-7.3,0.0
660,Daniel Oturu,22,3,27,13.4,.549,.167,.833,3.8,17.0,10.0,0.0,0.0,7.2,0.0,13.0,,0.0,0.0,0.1,.121,,-2.7,-2.5,-5.2,0.0
661,David Johnson,20,2,2,-20.0,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,,0.0,0.0,0.0,-0.495,,-19.0,-8.7,-27.7,0.0
662,Sam Dekker,27,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.003,,-6.2,-3.4,-9.6,0.0
663,Royce O'Neale,28,77,2406,10.3,.608,.689,.126,3.0,13.4,8.4,10.5,1.8,1.2,14.4,9.9,,2.7,2.8,5.5,.109,,-0.8,1.7,0.8,1.7
664,Donovan Mitchell,25,67,2266,21.6,.572,.475,.227,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,,4.7,2.5,7.2,.152,,4.6,-0.3,4.3,3.6
665,Jordan Clarkson,29,79,2141,14.9,.532,.536,.156,3.5,10.2,7.0,14.5,1.5,0.7,9.8,26.8,,1.5,2.0,3.5,.079,,0.5,-1.2,-0.6,0.7
666,Bojan Bogdanović,32,69,2131,15.7,.599,.504,.280,3.1,11.8,7.6,8.7,0.8,0.0,10.2,23.7,,3.6,1.6,5.2,.118,,1.6,-1.6,0.0,1.1
667,Rudy Gobert,29,66,2120,24.7,.732,.008,.864,12.9,36.3,25.0,5.1,1.0,5.7,14.5,16.9,,7.3,4.3,11.7,.264,,2.9,1.7,4.6,3.6
668,Mike Conley,34,72,2058,17.2,.572,.523,.205,2.6,8.8,5.8,27.7,2.3,0.9,12.5,20.9,,4.4,2.3,6.7,.157,,2.4,0.7,3.1,2.7
669,Hassan Whiteside,32,65,1162,22.9,.662,.000,.506,16.2,29.9,23.3,3.4,0.9,7.8,11.6,17.1,,3.4,2.3,5.8,.238,,0.6,1.4,2.1,1.2
670,Joe Ingles,34,45,1122,10.0,.551,.789,.077,1.2,11.2,6.4,19.0,1.0,0.4,13.5,13.2,,1.3,0.9,2.2,.094,,-0.7,0.5,-0.3,0.5
671,Rudy Gay,35,55,1038,13.0,.539,.536,.208,6.0,19.1,12.8,7.8,1.2,1.6,10.2,19.3,,0.8,1.3,2.1,.097,,-0.7,-0.3,-1.0,0.3
672,Trent Forrest,23,60,765,10.9,.554,.174,.310,3.4,10.5,7.1,18.6,1.9,0.7,21.4,12.8,,0.5,0.8,1.3,.084,,-2.3,1.2,-1.0,0.2
673,Eric Paschall,25,58,736,13.9,.612,.460,.366,4.6,10.9,7.9,7.1,0.6,0.6,9.0,17.7,,1.4,0.5,2.0,.128,,0.5,-1.0,-0.5,0.3
674,Danuel House Jr.,28,25,491,12.5,.610,.667,.317,3.2,11.7,7.6,7.0,1.6,2.2,9.7,13.8,,0.7,0.6,1.3,.125,,0.5,0.7,1.2,0.4
675,Jared Butler,21,42,360,12.1,.509,.583,.106,1.6,11.8,6.8,26.0,2.3,2.0,17.3,23.1,,0.0,0.5,0.4,.057,,-2.3,0.7,-1.6,0.0
676,Juancho Hernangómez,26,17,298,14.5,.638,.658,.288,5.7,16.0,11.0,6.5,1.5,2.1,8.9,13.2,,0.6,0.4,0.9,.149,,1.5,0.7,2.2,0.3
677,Udoka Azubuike,22,17,195,17.6,.743,.000,.224,10.5,28.8,19.9,0.0,0.3,5.0,18.2,14.7,,0.3,0.3,0.6,.157,,-1.8,0.4,-1.4,0.0
678,Nickeil Alexander-Walker,23,15,149,10.2,.497,.688,.250,0.8,15.6,8.5,15.5,1.7,2.4,13.1,17.9,,0.0,0.2,0.2,.070,,-2.9,1.2,-1.7,0.0
679,Elijah Hughes,23,14,112,10.5,.576,.778,.083,2.0,14.2,8.3,7.6,1.8,0.8,15.8,17.2,,0.0,0.1,0.1,.063,,-1.2,-0.3,-1.5,0.0
680,Miye Oni,24,16,44,0.4,.265,.889,.111,2.6,14.4,8.7,14.2,0.0,0.0,9.6,10.3,,-0.1,0.0,0.0,-0.032,,-7.6,-0.3,-7.9,-0.1
681,Malik Fitts,24,7,35,-1.6,.333,.444,.000,0.0,30.3,15.6,0.0,0.0,0.0,18.2,13.7,,-0.1,0.0,-0.1,-0.104,,-7.9,-1.9,-9.8,-0.1
682,Xavier Sneed,24,7,31,2.4,.313,.750,.000,3.7,10.3,7.1,4.1,0.0,0.0,0.0,11.2,,0.0,0.0,0.0,-0.033,,-4.9,-3.3,-8.2,0.0
683,Greg Monroe,31,3,26,27.0,.743,.000,1.400,26.1,12.2,19.0,16.7,0.0,3.4,0.0,13.5,,0.2,0.0,0.2,.390,,4.6,-0.3,4.4,0.0
684,Norvel Pelle,28,3,19,12.2,.600,.000,.000,17.9,16.7,17.3,0.0,0.0,4.6,28.6,16.0,,0.0,0.0,0.0,.038,,-3.0,-4.1,-7.1,0.0
685,Denzel Valentine,28,2,18,4.2,.625,.750,.000,0.0,23.5,12.2,0.0,2.7,0.0,33.3,14.5,,0.0,0.0,0.0,-0.026,,-8.1,1.6,-6.5,0.0
686,Zylan Cheatham,26,1,5,-23.8,.000,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,,-0.1,0.0,-0.1,-0.610,,-19.3,-11.3,-30.6,0.0
687,Kentavious Caldwell-Pope,28,77,2329,12.6,.568,.492,.186,2.0,10.3,6.2,9.1,1.8,0.9,9.8,19.0,,1.4,1.4,2.8,.058,,-0.9,-0.6,-1.5,0.3
688,Kyle Kuzma,26,66,2204,15.2,.547,.401,.234,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,,0.0,2.0,2.0,.044,,0.2,-0.4,-0.2,1.0
689,Deni Avdija,21,82,1984,11.6,.536,.447,.235,3.0,20.5,11.9,11.8,1.5,1.9,12.0,16.3,,0.6,1.8,2.4,.058,,-2.1,0.4,-1.7,0.1
690,Corey Kispert,22,77,1801,10.9,.586,.623,.121,3.3,9.4,6.4,6.7,1.0,1.0,8.5,14.6,,1.6,0.7,2.3,.061,,-0.8,-1.5,-2.3,-0.1
691,Daniel Gafford,23,72,1444,21.8,.708,.002,.372,12.1,19.0,15.6,7.3,1.0,5.8,12.0,16.7,,4.4,1.6,6.0,.198,,1.1,0.5,1.6,1.3
692,Bradley Beal,28,40,1439,17.5,.539,.272,.263,3.0,11.4,7.3,30.8,1.2,0.9,13.6,30.8,,0.6,0.7,1.4,.046,,2.0,-1.2,0.8,1.0
693,Raul Neto,29,70,1372,12.4,.538,.272,.245,1.1,9.6,5.4,22.9,2.0,0.2,13.9,18.4,,0.7,0.8,1.5,.053,,-2.5,-0.5,-2.9,-0.4
694,Spencer Dinwiddie,28,44,1330,13.2,.501,.459,.291,3.0,14.0,8.6,27.5,1.0,0.4,11.6,21.0,,0.9,0.7,1.6,.058,,-0.2,-0.7,-0.9,0.3
695,Montrezl Harrell,28,46,1117,23.9,.684,.039,.535,9.7,20.8,15.3,13.9,0.8,2.4,9.6,20.8,,4.2,0.9,5.1,.217,,4.3,0.6,4.8,1.9
696,Rui Hachimura,23,42,943,14.9,.579,.323,.173,3.0,15.6,9.4,7.9,1.2,0.8,7.4,20.9,,0.9,0.6,1.4,.073,,0.2,-1.7,-1.4,0.1
697,Aaron Holiday,25,41,663,11.3,.547,.313,.164,1.5,9.5,5.6,17.1,1.8,1.2,14.5,18.0,,0.1,0.4,0.5,.038,,-2.4,0.3,-2.1,0.0
698,Ish Smith,33,28,615,15.0,.489,.171,.020,2.6,12.2,7.5,36.1,2.2,1.8,14.5,20.9,,0.1,0.5,0.7,.052,,-0.9,-0.6,-1.5,0.1
699,Dāvis Bertāns,29,34,501,8.3,.527,.842,.175,1.3,12.0,6.7,4.4,1.1,1.0,7.1,17.6,,0.0,0.3,0.3,.025,,-2.5,-1.3,-3.8,-0.2
700,Kristaps Porziņģis,26,17,479,27.7,.606,.305,.448,8.9,25.5,17.3,17.9,1.2,4.4,8.3,31.4,,1.6,0.6,2.2,.220,,5.4,0.2,5.7,0.9
701,Anthony Gill,29,44,463,14.7,.682,.239,.477,8.0,12.2,10.2,8.3,0.5,2.0,12.0,14.4,,1.1,0.2,1.4,.140,,-0.6,-1.3,-1.9,0.0
702,Thomas Bryant,24,27,439,16.6,.607,.284,.270,6.7,20.4,13.6,7.9,0.7,4.1,10.3,18.7,,0.7,0.4,1.1,.118,,-0.4,-0.7,-1.0,0.1
703,Tomáš Satoranský,30,22,416,14.4,.563,.262,.298,2.4,13.6,8.1,35.0,1.8,0.8,19.5,12.6,,0.7,0.3,1.0,.120,,-1.4,0.0,-1.5,0.1
704,Isaiah Todd,20,12,74,4.7,.349,.615,.231,4.6,13.3,9.0,7.3,2.7,2.3,12.3,19.6,,-0.2,0.1,-0.2,-0.104,,-5.7,-1.2,-6.9,-0.1
705,Cassius Winston,23,7,39,6.0,.549,.545,.364,0.0,2.8,1.4,24.4,0.0,0.0,19.0,18.0,,0.0,0.0,0.0,.015,,-5.9,-3.5,-9.3,-0.1
706,Jordan Schakel,23,4,30,-1.2,.210,.545,.182,7.5,21.8,14.8,0.0,1.6,0.0,7.8,19.1,,-0.2,0.0,-0.1,-0.204,,-8.6,-4.3,-13.0,-0.1
707,Vernon Carey Jr.,20,3,27,15.0,.526,.000,1.429,20.8,8.1,14.4,0.0,1.8,3.1,14.9,22.1,,0.0,0.0,0.0,.049,,-3.2,-4.1,-7.3,0.0
708,Brad Wanamaker,32,1,27,18.1,.554,.000,.600,0.0,16.2,8.2,33.9,3.7,0.0,0.0,10.4,,0.1,0.0,0.1,.216,,-1.8,4.7,2.9,0.0
709,Joel Ayayi,21,7,20,3.4,.167,.167,.000,5.6,10.9,8.3,25.4,0.0,0.0,0.0,13.3,,0.0,0.0,0.0,-0.098,,-4.3,-1.7,-6.0,0.0
710,Craig Sword,28,3,19,14.2,.750,.250,.000,0.0,0.0,0.0,7.7,10.4,0.0,20.0,11.7,,0.0,0.0,0.1,.158,,-8.6,10.0,1.4,0.0
711,Greg Monroe,31,2,18,25.1,.500,.000,.000,43.8,18.2,30.8,9.0,2.7,4.7,20.0,24.7,,0.0,0.0,0.1,.135,,-0.1,-4.3,-4.4,0.0
712,Alize Johnson,25,3,18,5.7,.311,.333,.167,31.3,42.4,36.9,0.0,0.0,0.0,31.8,23.3,,-0.1,0.0,-0.1,-0.183,,-7.7,-8.3,-16.1,-0.1
713,Tremont Waters,24,1,8,7.3,.500,.000,.000,0.0,0.0,0.0,0.0,6.2,0.0,0.0,11.1,,0.0,0.0,0.0,.058,,-9.4,4.0,-5.4,0.0
714,Jordan Goodwin,23,2,6,-20.4,.000,.333,.000,0.0,18.2,9.2,0.0,0.0,0.0,0.0,22.2,,-0.1,0.0,-0.1,-0.533,,-24.7,-9.4,-34.1,0.0
715,Jaime Echenique,24,1,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.012,,-5.5,-3.0,-8.5,0.0
